Search_Ref,Authors,Title,Journal,Abstract,Year,Volume,Page_Start,Page_End,Article_Number,DOI,DOI_Link,Screen,Downloaded,Included,Why_Not,Extracted
2022-113,"Lerma, M; Dehnhard, N; Castillo-Guerrero, JA; Fernandez, G",Nutritional state variations in a tropical seabird throughout its breeding season,JOURNAL OF COMPARATIVE PHYSIOLOGY B-BIOCHEMICAL SYSTEMS AND ENVIRONMENTAL PHYSIOLOGY,"Individual body condition is frequently used to explain differences in foraging and breeding ecology in seabirds. However, little is known about the covariations of body mass with the nutritional state of animals as measured through plasma metabolites and how these different measures vary between and within individuals during breeding. Here, we assessed intra-individual variations of plasma metabolites (triglycerides, cholesterol, protein, and ss-hydroxybutyrate concentrations) and in body mass of Blue-footed boobies (Sula nebouxii) throughout their breeding season 2011-2012 in Isla El Rancho, Mexico. We found breeding-stage and sex-specific variations in individuals' plasma metabolite concentrations, but these did not mirror variations in body mass. Before egg-laying, females had higher triglycerides, cholesterol, and protein concentrations than males. In contrast, males used their nutritional reserves (higher ss-hydroxybutyrate concentrations) more than females during the breeding season (except for early chick-rearing). At the individual level, males gained weight during the breeding season, whereas females lost weight. We also found that between-individual differences in plasma metabolite concentrations and changes in body mass were not consistent throughout the breeding season, while individual body mass was significantly repeatable. This study contributes to a better understanding of seabird breeding ecology and physiology by showing that sex-specific breeding roles might highly influence the nutritional state. Similar patterns might occur in other seabird species, helping to explain why we can find stage- and sex-specific foraging behaviors even in monomorphic species.",2022,192,775,787,,10.1007/s00360-022-01456-3,http://dx.doi.org/10.1007/s00360-022-01456-3,0,,,,
2022-114,"Barou-Dagues, M; Dubois, F",Exploring the interplay between natural and intersexual selection on the evolution of a cognitive trait,ECOLOGY AND EVOLUTION,"There has been an increased focus on the role of natural and sexual selection in shaping cognitive abilities, but the importance of the interaction between both forces remains largely unknown. Intersexual selection through female mate choice might be an important driver of the evolution of cognitive traits, especially in monogamous species, where females may obtain direct fitness benefits by choosing mates with better cognitive abilities. However, the importance given by female to male cognitive traits might vary among species and/or populations according to their life-history traits and ecology. To disentangle the effects of natural and sexual selection, here we use an agent-based simulation model and compare the model's predictions when females mate with the first randomly encountered male (i.e., under natural selection) versus when they choose among males based on their cognitive trait values (i.e., under natural and intersexual selection). Males and females are characterized, respectively, by their problem-solving ability and assessment strategy. At each generation, agents go through (1) a choosing phase during which females assess the cognitive abilities of potential mates until eventually finding an acceptable one and (2) a reproductive phase during which all males compete for limited resources that are exploited at a rate, which depends on their cognitive abilities. Because males provide paternal care, the foraging success of mated males determines the breeding success of the pair through its effect on nestling provisioning efficiency. The model predicts that intersexual selection plays a major role in most ecological conditions, by either reinforcing or acting against the effect of natural selection. The latter case occurs under harsh environmental conditions, where intersexual selection contributes to maintaining cognitive diversity. Our findings thus demonstrate the importance of considering the interaction between both selective forces and highlight the need to build a conceptual framework to target relevant cognitive traits.",2022,12,,,e9066,10.1002/ece3.9066,http://dx.doi.org/10.1002/ece3.9066,0,,,,
2022-115,"Gameiro, J; Franco, AMA; Catry, T; Palmeirim, JM; Catry, I",Antipredator benefits of heterospecific colonial breeding for a predominantly solitary bird,ANIMAL BEHAVIOUR,"Predation risk profoundly shapes how animals behave and is one of the main forces driving the formation or maintenance of groups. For some species, group living may be facultative, and individuals may live solitarily or aggregate with conspecifics or heterospecifics, but the advantages of each strategy are still poorly known. Here, we investigated whether a predominantly solitary breeding species, the European roller, Coracias garrulus, acquires antipredator benefits from nesting in mixed-species colonies dominated by lesser kestrels, Falco naumanni. We compared the risk-taking behaviour of solitary rollers and rollers breeding in colonies by conducting two experiments. First, we investigated rollers??? latency to resume incubation when presented with a novel object, and second assessed their latency to resume chick provisioning and their investment in mobbing behaviour towards a predator model. We additionally compared the breeding performance and nest predation rate of rollers in each social context (solitary versus colonial) using data from 300 breeding attempts across 6 years. We found that rollers breeding in colonies returned to their nests sooner during the presentation of both the novel object and the predator model and attacked the predator model less frequently than solitary rollers, suggesting they can use heterospecifics as cues in deciding whether it is safe to return to their nests. In addition, rollers in colonies suffered less nest predation than solitary ones, but this did not translate into a higher productivity. Future studies should investigate whether breeding in colonies provides other advantages to rollers, such as increased adult survival or fitness. ?? 2022 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2022,189,101,111,,10.1016/j.anbehav.2022.05.005,http://dx.doi.org/10.1016/j.anbehav.2022.05.005,0,,,,
2022-116,"Arct, A; Drobniak, SM; Dubiec, A; Martyka, R; Sudyka, J; Gustafsson, L; Cichon, M",The interactive effect of ambient temperature and brood size manipulation on nestling body mass in blue tits: an exploratory analysis of a long-term study,FRONTIERS IN ZOOLOGY,"Background Relatively few studies have examined the interactive effects of ecological factors on physiological responses in wild animals. Nearly all of them have been short-term investigations that did not include experimental manipulations, limiting our ability to understand how climate change will affect natural populations. Using a 10-year brood size manipulation experiment in wild blue tits (Cyanistes caeruleus), we quantified the impact of weather conditions and brood competition on the body mass and structural size (tarsus length) of nestlings just prior to leaving the nest. Results We found that variation in nestling body mass on day 14 after hatching was explained by an interactive effect between average ambient temperature experienced during nestling period and brood size treatment. Specifically, in control broods nestling body mass was correlated with temperature in a non-linear manner (concave) with the vertex point (maximum body mass) at ca. 13 degrees C. In contrast, in enlarged broods nestling body mass permanently increased (also non-linearly) as temperature advanced. Conclusions Our results highlight the importance of considering the effects of brood rearing conditions alongside other environmental factors experienced during growth while investigating early-life environmental effects on body condition.",2022,19,,,9,10.1186/s12983-022-00456-x,http://dx.doi.org/10.1186/s12983-022-00456-x,0,,,,
2022-117,"Sia, MGR; Gonzalez, E; Segura, LN",High levels of natal philopatry and no difference in reproductive success between philopatric and non-philopatric songbirds breeding in a native forests of east-central Argentina,STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,"Philopatric birds have a number of advantages when breeding in familiar habitats, such as learning the locations of food, efficient movement throughout the breeding area, or effective escape from predators. However, few investigators have examined the possible effect of site familiarity on reproductive success, even less for Neotropical songbirds. We studied a breeding population of Masked Gnatcatchers (Polioptila dumicola) and Vermilion Flycatchers (Pyrocephalus rubinus), two south temperate songbirds, and examined the possible reproductive benefits of natal philopatry. In our population, 13.9% and 6.9% of breeding adults, respectively, for Masked Gnatcatchers and Vermilion Flycatchers, were philopatric. We found no difference in the breeding success between philopatric and non-philopatric individuals. Our results showed higher levels of philopatry for both species than previously reported for other songbirds. Because the remnants of native forests in our study area were located within a matrix of highly disturbed habitats, these intermediate-to-high values of natal philopatry could be linked to the structural characteristics of the forest that may force birds to use the few suitable forest patches available in the area.",2022,57,165,171,,10.1080/01650521.2020.1829888,http://dx.doi.org/10.1080/01650521.2020.1829888,0,,,,
2022-118,"Wheelwright, NT; Freeman-Gallant, CR; Mauck, RA",Nestling Savannah Sparrows and Tree Swallows differ in their sensitivity to weather,ORNITHOLOGY,"Lay Summary center dot Nestling Savannah Sparrows and Tree Swallows, which occur in the same habitat on Kent Island, New Brunswick, Canada, were affected differently by the same weather conditions, likely because of differences in the way their parents forage for food. center dot Nestling Tree Swallows, whose parents depend on capturing small insects in flight, were highly sensitive to rain and wind, whereas weather had relatively little effect on nestling Savannah Sparrows, which forage mainly on the ground. center dot As a consequence, Tree Swallows and other aerial insectivores may be especially vulnerable to climate change. Savannah Sparrows (Passerculus sandwichensis) and Tree Swallows (Tachycineta bicolor) breed and forage in the same habitat on Kent Island, a boreal island in the Bay of Fundy, New Brunswick, but respond differently to the same weather conditions. The 2 passerines are similar in body size but because Tree Swallows depend upon small flying insects captured on the wing, they may be more sensitive to weather than Savannah Sparrows, which forage on insects and seeds on the ground and in shrubs and trees. To compare how reproductive success in the 2 species was affected by weather conditions, we took advantage of an 18-year dataset and used a model-building approach that controlled for year, adult sex and age, and field where they nested. We focused on 3 measures of reproductive success (hatching success, fledging success, and nestling condition) and different time periods (3- to 18-day time windows) before hatching or fledging. The responses of the 2 species differed in magnitude and direction. In Tree Swallows, adding weather variables to the basic model increased the explanatory power of fixed effects by 19.1%, illustrating the swallows' sensitivity to weather. In contrast, in Savannah Sparrows, the addition of weather variables only increased the model's explanatory power by 0.4% and the proportion of variation attributed to fixed factors by only 1.5%, which reflected the species' hardiness in the face of inclement weather. Our results suggest that how a bird species forages and the nature of its prey may influence its sensitivity to weather and indicate that increased rainfall, strong winds and other events associated with climate change may affect Tree Swallows and other aerial insectivores more than ground-foraging birds such as Savannah Sparrows.",2022,139,,,,10.1093/ornithology/ukac032,http://dx.doi.org/10.1093/ornithology/ukac032,0,,,,
2022-119,"Bennison, A; Gimenez, J; Quinn, JL; Green, JA; Jessopp, M",A bioenergetics approach to understanding sex differences in the foraging behaviour of a sexually monomorphic species,ROYAL SOCIETY OPEN SCIENCE,"Many animals show sexually divergent foraging behaviours reflecting different physiological constraints or energetic needs. We used a bioenergetics approach to examine sex differences in foraging behaviour of the sexually monomorphic northern gannet. We derived a relationship between dynamic body acceleration and energy expenditure to quantify the energetic cost of prey capture attempts (plunge dives). Fourteen gannets were tracked using GPS, time depth recorders (TDR) and accelerometers. All plunge dives in a foraging trip represented less than 4% of total energy expenditure, with no significant sex differences in expenditure. Despite females undertaking significantly more dives than males, this low energetic cost resulted in no sex differences in overall energy expenditure across a foraging trip. Bayesian stable isotope mixing models based on blood samples highlighted sex differences in diet; however, calorific intake from successful prey capture was estimated to be similar between sexes. Females experienced 10.28% higher energy demands, primarily due to unequal chick provisioning. Estimates show a minimum of 19% of dives have to be successful for females to meet their daily energy requirements, and 26% for males. Our analyses suggest northern gannets show sex differences in foraging behaviour primarily related to dive rate and success rather than the energetic cost of foraging or energetic content of prey.",2022,9,,,210520,10.1098/rsos.210520,http://dx.doi.org/10.1098/rsos.210520,1,1,0,no provisioning data,
2022-120,"Carlile, N; O'Dwyer, T",AT-SEA MOVEMENTS OF THE WHITE TERN GYGIS ALBA IN WATERS OFF EASTERN AUSTRALIA,MARINE ORNITHOLOGY,"We present the first tracked movements of the medium-sized tropical White Tern Gygis alba, using Global Location Sensors (GLS), from a breeding colony on Lord Howe Island, South Pacific, Australia. The tracking period encompassed pre-breeding in 2018 to potential chick provisioning in the following season. Terns remained near Lord Howe Island during breeding, with some pre-egg-laying and post-nestfailure trips 1 000 km distant. The average departure date from Lord Howe Island was 08 April (range: 21 March-22 April). The tern's migration route was northwest towards the eastern Australian coast, skirting the Great Barrier Reef. Terns then spent the non-breeding period (50% utilisation distribution) in the northwestern Coral Sea bounded by the New Guinea archipelago to the north and North Queensland, Australia, to the west. The mean transit time to the core non-breeding areas was five days (standard deviation +/- 2.5 d). The core nonbreeding area was 2 200 km from Lord Howe Island. The mean time spent in the core non-breeding area was 93 d (+/- 10 d). The return passage completed a clockwise journey with a mean passage time of 12 d (+/- 3.8 d) and an average arrival on Lord Howe Island of 18 August (range: 08 August-02 September). Over 51% of their core foraging and non-breeding areas were within dedicated marine park networks. We documented the day visits to the island and approximate incubation shifts and nest attendance from changes in light levels of GLS devices. We determined, using saltwater immersion data, that the species exhibited almost no contact with the sea surface during darkness. Peak activity during daylight hours commenced at 12h00, probably indicating resting after foraging at sea. From the limited samples, instrumenting of the terns did not appear to impede breeding attempts during the 14 months of attachment.",2022,50,151,158,,,,0,,,,
2022-121,"Kim, JY; Yoon, J; Choi, YS; Eo, SH",The influencing factors for distribution patterns of resident and migrant bird species richness along elevational gradients,PEERJ,"The latitudinal and elevational patterns of species richness of resident and migrant birds have been of interest to researchers over the past few decades, and various hypotheses have been proposed to explain the factors that may affect these patterns. This study aimed to shed light on the elevational distribution patterns of resident and migrant bird species richness by examining biotic and abiotic factors such as climate, and habitat heterogeneity using a piecewise structural equation model (pSEM). The overall pattern of resident species richness showed a decreasing trend with increasing elevation, whereas that of migrant species richness showed an increasing trend. The mid-peak pattern of species richness was affected by a combination of resident and migrant species and not by either resident or migrant species. Our results showed that resident species were distributed in lower elevation regions with higher mean spring temperatures, whereas migrant species were found in higher elevation regions with lower mean spring temperatures and higher overstory vegetation coverage. Although high elevation conditions might adversely affect the reproduction of migrant birds, higher overstory vegetation coverage at high elevations seemed to compensate for this by providing a better nesting and roosting environment. Despite the significance of habitat diversity and understory vegetation coverage in univariate linear regression models, multiple regression models of the interconnection of ecological processes demonstrated that mean spring temperature and overstory vegetation coverage were more explanatory than other variables.",2022,10,,,e13258,10.7717/peerj.13258,http://dx.doi.org/10.7717/peerj.13258,0,,,,
2022-122,"Hauber, ME; Riehl, C; Nagy, J",Clutch size and the rejection of parasitic eggs: a comparative test of the maternal investment hypothesis,EVOLUTIONARY ECOLOGY,"Obligate brood parasitic birds lay their eggs in the nests of other species, reducing the host's own reproductive output. To circumvent these fitness costs, many-but not all-host species have evolved the ability to recognize and reject brood parasitic eggs. What factors constrain egg rejection, and why do host species vary in their likelihood of rejection? Previous comparative studies have found that egg rejection rates covary with several biotic factors (including larger body size, smaller relative brain size, and more northerly breeding latitudes), but much behavioral variation in the occurrence of egg rejection remains unexplained. In this study, we test a corollary of the maternal investment hypothesis, by assessing whether species with higher clutch sizes are more likely to eliminate parasitic eggs. We examined two published data sets comprising over 200 unique bird species, controlling for phylogeny and other known interspecific correlates of egg rejection rates. Contrary to the prediction, we found no evidence for a positive relationship between clutch size and egg rejection rate. Rather, our analyses suggest a weak but consistent negative relationship between absolute and relative metrics of clutch size versus egg rejection rate across species. These results are instead consistent with two previously proposed alternative hypotheses: that egg rejection is constrained by a trade-off between maternal investment and anti-parasitic defenses, possibly mediated by endocrine mechanisms linked to parental care, and/or that cognitive decision rules facilitate the detection of dissimilar eggs in smaller clutches.",2022,36,263,272,,10.1007/s10682-022-10165-w,http://dx.doi.org/10.1007/s10682-022-10165-w,0,,,,
2022-123,"Bilby, J; Colombelli-Negrel, D; Katsis, AC; Kleindorfer, S",When aggressiveness could be too risky: linking personality traits and predator response in superb fairy-wrens,PEERJ,"Personality syndromes in animals may have adaptive benefits for survival. For example, while engaging in predator deterrence, reactive individuals tend to prioritise their own survival, while proactive individuals engage in riskier behaviours. Studies linking animal personality measured in captivity with individual fitness or behaviours in the wild are sparse, which is a gap in knowledge this study aims to address. We used playback experiments in superb fairy-wrens (Malurus cyaneus), a common Australian songbird with a cooperative breeding system, to assess whether three personality traits measured during short-term captivity correlated with behavioural responses in the wild to a perceived nest and adult predator, the grey currawong (Strepera versicolor). We used three standard measures of personality in birds: struggle responses to human handling (boldness), exploration during a novel environment test, and aggressiveness during a mirror presentation. Superb fairy-wrens showed a significantly stronger response to the predator playback than to the control (willie wagtail, Rhipidura leucophrys) playback, suggesting that they recognised the predator playback as a threat without any accompanying visual stimulus. Birds that attacked their mirror image during the mirror presentation and those that spent a moderate amount of time close to the mirror responded more strongly to predator playback (by approaching the speaker faster and closer, spending more time near the speaker, and being more likely to alarm call) compared to those with low aggressiveness or those that spent very short or long durations close to the mirror. Neither boldness nor exploration in the novel environment test predicted playback response. Our results align with a growing number of studies across species showing the importance of animal personalities as factors for fitness and survival.",2022,10,,,e14011,10.7717/peerj.14011,http://dx.doi.org/10.7717/peerj.14011,0,,,,
2022-124,"Giambalvo, G; Albores-Barajas, YV; Soldatini, C; Hernandez, MPR; Rattenborg, NC","Environmental drivers of sex-biased foraging behavior in Magnificent Frigatebird in Baja California Sur, Mexico",AVIAN CONSERVATION AND ECOLOGY,"Understanding the characteristics of a species's distribution represents a challenge in marine environments because movement patterns and foraging areas are restricted by highly dynamic spatiotemporal variations in environmental conditions. In response to this heterogeneous context, marine predators such as seabirds need to maximize their foraging efficiency, especially during the breeding season, when movement is restricted by the need to return to the nest. Biologging technologies such as satellite transmitters and Global Positioning System (GPS) receivers allow researchers to track birds at sea and investigate the relationship between foraging strategy and changing oceanographic features. Our study focuses on characterizing the feeding areas of Magnificent Frigatebird (Fregata magnificens) breeding in Baja California Sur, Mexico. We used GPS receivers to track the foraging flights of frigatebirds during 2017-2019, identifying the core foraging areas and characterizing environmental conditions and marine productivity in these areas. Individuals repeatedly selected areas close to the colonies located in Espiritu Santo archipelago (Gulf of California) and Santa Margarita Island (Pacific Ocean). However, some males flew to more distant and equally productive areas to the south and north of the Baja California peninsula. We presume that the differential use of foraging areas between males and females reflects biometrical and behavioral differences of the sexes, which may explain the relationships between foraging behavior and breeding, intraspecific competition, and sex-based differences in parental investment. Because frigatebirds are considered indicators of marine environmental conditions, our data are useful to identify areas where prey species aggregate in space and time and, therefore, to expand the boundaries of existing marine protected areas. Data on seabird foraging ranges described here can be useful for delineating marine protected area boundaries and can be considered suitable candidates for inclusion in appropriately designated regional marine spatial planning.",2022,17,,,25,10.5751/ACE-02202-170225,http://dx.doi.org/10.5751/ACE-02202-170225,0,,,,
2022-125,"Bouvier, JC; Delattre, T; Boivin, T; Musseau, R; Thomas, C; Lavigne, C",Great tits nesting in apple orchards preferentially forage in organic but not conventional orchards and in hedgerows,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,"Great tits are insectivorous birds that feed mainly on caterpillars during the breeding season. Their high pest control potential in apple orchards has been documented. Nestbox provisioning is an increasingly suggested tool for ecological pest control, but the underlying assumption that birds forage in intensively managed orchards has never been formally tested. We conducted a fine-scale study of the great tit feeding microhabitat in different orchard management contexts as pesticide use affects the behaviour and physiology of birds through direct intoxication and reduced prey abundance. Using radiotracking techniques, we assessed foraging areas and foraging habitat selection of female great tits breeding in conventional and organic commercial apple orchards. We also tested whether different orchard-driven foraging strategies could be linked to differences in reproductive success. We collected 392 foraging locations from seven female great tits nesting in organic orchards and 375 locations from seven females nesting in conventional orchards. Females from organic orchards mostly searched for food inside the orchard where they bred. This contrasted strongly with females from conventional orchards (54 +/- 10.4 % and 7.1 +/- 3.0 % of foraging points inside the orchard, respectively). Further, females from organic orchards travelled shorter distances. Overall, organic orchards and hedgerows were the most preferred foraging habitats. Conventional orchard management was also associated with lower nestling survival and lower fledgling number than organic management. There were indications that the mean number of fledglings decreased with increasing mean foraging distance of the female. Our novel insights on the foraging behaviour of great tits in orchards support the benefits of installing nestboxes in organic but not in conventional orchards. We posit that nestboxes may encourage feeding activity of insectivorous birds within organic orchards where they may then contribute to the control of insect pest populations.",2022,337,,,108074,10.1016/j.agee.2022.108074,http://dx.doi.org/10.1016/j.agee.2022.108074,0,,,,
2022-126,"Wiebe, KL",Neither sex appears to benefit from divorce within migratory Northern Flickers consistent with accidental loss and bet-hedging,ORNITHOLOGY,"Divorce is widespread among species of birds and may either be an adaptive strategy to secure a better mate or territory or be a nonadaptive result of a failure to maintain the pairbond. I examined the causes and consequences for divorce in the Northern Flicker (Colaptes auratus), a migratory woodpecker with a high annual mortality rate. In a long-term population study of 1,793 breeding pairs over 17 years, the within-season divorce rate was 4.6% and the between-season divorce rate was 15.5%. Retained pairs within a season initiated their renest 5 days faster than divorced birds that had no greater fledgling production, suggesting that within-season divorce was making the best of a bad job with severe time constraints. Poor performance in the year prior to divorce was not strongly associated with divorce, and analysis of multiple breeding stages revealed that divorcing individuals in the subsequent year had later laying dates, smaller clutches, and fewer fledglings than retained pairs but no better performance than widowed individuals. Analyzing the data separately by sex showed that neither males nor females benefitted from divorce. Thus, there is a reproductive cost linked to finding a new partner per se, but no reproductive advantage associated with divorce. New mates after divorce were usually not older (not higher quality) than previous mates, so intrasexual competition was probably not driving partnership splits. The most plausible explanation seems to be a bet-hedging hypothesis in which birds re-pair rapidly in spring if their previous mate does not quickly arrive during spring migration. Divorce in Northern Flickers does not appear to be adaptive and future studies on arrival and interactions of individuals in spring will elucidate proximate constraints on relocating the previous partner.",2022,139,,,,10.1093/ornithology/ukab058,http://dx.doi.org/10.1093/ornithology/ukab058,0,,,,
2022-127,"Dodino, S; Riccialdelli, L; Polito, MJ; Putz, K; Rey, AR",Intraspecific trophic variation during the early chick-rearing period in Magellanic penguins Spheniscus magellanicus: influence of age and colony location,MARINE BIOLOGY,"Intraspecific competition for food resources has the potential to be high for central-place foragers such as penguins and can result in spatial and dietary foraging niche segregation among individuals of the same species. We sampled adults, chicks, and juvenile individuals' whole blood from three colonies of Magellanic penguins (Spheniscus magellanicus) from Tierra del Fuego along an inshore-offshore corridor. We analyzed the isotopic niche, the trophic position and the diet composition in penguins to investigate intraspecific trophic niche variation in relation to biological (age of individuals) and external factors (foraging habitats, colony location) using carbon (delta C-13) and nitrogen (delta N-15) stable isotope values. We found isotopic niche segregation between age classes within each colony. When comparing across colonies, only juvenile exhibited some degree of isotopic niche overlap among colonies. In addition, at all three colonies juveniles had the largest isotopic niches with relatively higher variation in delta C-13 values. All individuals consumed low trophic position (TP) prey items such as the pelagic form of Munida gregaria based on stable isotope mixing model results. Adults and juveniles incorporated high TP (silverside and nototheniids) prey items into their diets, except for juveniles from Martillo Island whose proportions mirror chicks' values. These results denote that parents consumed different prey items for themselves than for their chicks. Intraspecific trophic niche partitioning between colonies showed a decreasing delta C-13 and delta N-15 values from the nearest inshore colony relative to the farther offshore colonies. Understanding within and between colonies foraging strategies are important to set up connectivity between populations, status of the different colonies, and to develop adequate conservation actions.",2022,169,,,116,10.1007/s00227-022-04100-4,http://dx.doi.org/10.1007/s00227-022-04100-4,0,,,,
2022-128,"Thorson, JT; Arimitsu, ML; Levi, T; Roffler, GH",Diet analysis using generalized linear models derived from foraging processes using R package mvtweedie,ECOLOGY,"Diet analysis integrates a wide variety of visual, chemical, and biological identification of prey. Samples are often treated as compositional data, where each prey is analyzed as a continuous percentage of the total. However, analyzing compositional data results in analytical challenges, for example, highly parameterized models or prior transformation of data. Here, we present a novel approximation involving a Tweedie generalized linear model (GLM). We first review how this approximation emerges from considering predator foraging as a thinned and marked point process (with marks representing prey species and individual prey size). This derivation can motivate future theoretical and applied developments. We then provide a practical tutorial for the Tweedie GLM using new package mvtweedie that extends capabilities of widely used packages in R (mgcv and ggplot2) by transforming output to calculate prey compositions. We demonstrate this approach and software using two examples. Tufted Puffins (Fratercula cirrhata) provisioning their chicks on a colony in the northern Gulf of Alaska show decadal prey switching among sand lance and prowfish (1980-2000) and then Pacific herring and capelin (2000-2020), while wolves (Canis lupus ligoni) in southeast Alaska forage on mountain goats and marmots in northern uplands and marine mammals in seaward island coastlines.",2022,103,,,e3637,10.1002/ecy.3637,http://dx.doi.org/10.1002/ecy.3637,0,,,,
2022-129,"Pederson, R; Bocher, P; Garthe, S; Fort, JM; Mercker, M; Auernhammer, V; Boschert, M; Delaporte, P; Elts, J; Fiedler, W; Korniluk, M; Krupinski, D; Marja, R; Rousseau, P; Thiess, L; Schwemmer, P",Bird migration in space and time: chain migration by Eurasian curlew Numenius arquata arquata along the East Atlantic Flyway,JOURNAL OF AVIAN BIOLOGY,"Migration patterns in birds vary in space and time. Spatial patterns include chain, leapfrog and telescopic migration. Temporal patterns such as migration duration, number, and duration of stopovers may vary according to breeding latitude, sex, and season. This study aimed to verify these patterns in a long-distance migrant, the Eurasian curlew Numenius arquata arquata, and to provide a synopsis of spatio-temporal migration patterns in this species of concern throughout the East Atlantic Flyway. We tagged 85 adults with GPS-data loggers in Germany, Poland, France and Estonia between 2013 and 2019. We computed the distance flown, linear loxodromic distance, duration, stopover number, total stopover duration, mean stopover duration, departure time and arrival time for 177 out of 187 tracks. On average (+/- standard deviation), spring migration occurred from 4 to 14 April (10.2 +/- 8.4 days), curlews flew 3.623 +/- 1.366 km, and had 5.8 +/- 3.6 stopovers, with a duration of 29.4 +/- 38.2 h per stopover, while autumn migration occurred from 18 to 29 June (10.9 +/- 9.9 days), curlews flew 3.362 +/- 1.351 km, and had 5.4 +/- 4.0 stopovers, with 31.8 +/- 32.3 h per stopover. Curlews displayed chain migration because wintering curlews maintained the latitudinal sequence to their breeding sites. Southern curlews had a longer nesting period due to their earlier arrivals. While spring arrival at breeding sites did not differ between the sexes, in autumn females departed earlier than males. Migration duration and distance, as well as stopover number and duration, showed a significant increase with breeding site latitude but did not differ between the sexes or between spring and autumn migrations, suggesting that curlews took a comparable amount of time migrating during both seasons. The high site faithfulness in curlews suggests that rapid autumn migration allows them to return to defend their winter foraging areas.",2022,2022,,,e02924,10.1111/jav.02924,http://dx.doi.org/10.1111/jav.02924,0,,,,
2022-130,"BULLA, M; MUCK, C; TRITSCHER, D; KEMPENAERS, B","Nest reliefs in a cryptically incubating shorebird are quick, but vocal",IBIS,"In species with biparental care, coordination of parental behaviour between pair members increases reproductive success. Coordination is difficult if opportunities to communicate are scarce, which might have led to the evolution of elaborate nest relief rituals in species facing a low predation risk. However, whether such conspicuous rituals also evolved in species that avoid predation by relying on crypsis remains unclear. Here, we used a continuous monitoring system to describe nest relief behaviour during incubation in an Arctic-breeding shorebird with passive nest defence, the Semipalmated Sandpiper Calidris pusilla. We also explored whether behaviour of exchanging parents informs about parental coordination and predicts incubation effort. We found that incubating parents vocalized twice as much before the arrival of their partner than during other times of incubation. In at least 75% of exchanges, the incubating parent left the nest only after its partner had returned and initiated the nest relief. In these cases, exchanges were quick (25 s, median) and shortened over the incubation period by 0.1-1.4 s/day (95% CI), suggesting that parents became more synchronized. However, nest reliefs were not cryptic. In 90% of exchanges, at least one parent vocalized, and in 20% of nest reliefs the incubating parent left the nest only after its returning partner called incessantly. In 27% of cases, the returning parent initiated the nest relief with a call; in 39% of these cases, the incubating partner replied. If the partner replied, its following off-nest bout was 1-4 h (95% CI) longer than when the partner did not reply, which corresponds to an 8-45% increase. Our results indicate that incubating Semipalmated Sandpipers, which rely on crypsis to avoid nest predation, have quick but acoustically conspicuous nest reliefs. Our results also suggest that vocalizations during nest reliefs may be important for the coordination and division of parental duties.",2022,164,1013,1034,,10.1111/ibi.13069,http://dx.doi.org/10.1111/ibi.13069,0,,,,
2022-131,"Oosthuizen, WC; Pistorius, PA; Korczak-Abshire, M; Hinke, JT; Santos, M; Lowther, AD",The foraging behavior of nonbreeding Adelie penguins in the western Antarctic Peninsula during the breeding season,ECOSPHERE,"Information on marine predator at-sea distributions is key to understanding ecosystem and community dynamics and an important component of spatial management frameworks that aim to identify regions important for conservation. Tracking data from seabirds are widely used to define priority areas for conservation, but such data are often restricted to the breeding population. This also applies to penguins in Antarctica, where identification of important habitat for nonbreeders has received limited attention. Nonbreeding penguins are expected to have larger foraging distributions than breeding conspecifics, which may alter their interactions with physical environmental factors, conspecifics, other marine predators, and threats. We studied the movement behavior of nonbreeding Adelie penguins tracked during the 2016/2017 breeding season at King George Island in the South Shetland Islands, Antarctica. We quantify how nonbreeding penguins' horizontal moment behavior varies in relation to environmental conditions and assess the extent of spatial overlap in the foraging ranges of nonbreeders and breeders, which were tracked over several years. Nonbreeders increased their prey search and area-restricted foraging behavior as sea surface temperature and bottom depths decreased, and in response to increasing sea ice concentration. Nonbreeders tended to transit (high directional movement) over the relatively deep Central Basin of the Bransfield Strait. The majority of foraging behavior occurred within the colder, Weddell Sea-sourced water of the Antarctic Coastal Current (incubation) and in the Weddell Sea (creche). The utilization distributions of breeders and nonbreeders overlapped in the central Bransfield Strait. Spatial segregation was greater during the creche stage of breeding compared to incubation and brood, because chick provisioning still constrained the foraging range of breeders to a scale of a few tens of kilometers, while nonbreeders commenced with premolt foraging trips into the Weddell Sea. Our results show that breeding and nonbreeding penguins may not be impacted similarly by local environmental variability, given that their spatial and temporal scales of foraging differ during some part of the austral summer. Our study highlights the need to account for different life history stages when characterizing foraging behavior of marine predator populations. This is particularly important for sentinel species monitored as part of marine conservation and ecosystem-based management programs.",2022,13,,,e4090,10.1002/ecs2.4090,http://dx.doi.org/10.1002/ecs2.4090,0,,,,
